token,Bankrekening,Consumentenkrediet,Creditcard,Hypotheek,Incasso,Kredietregistratie
scrimp,0,0,0,2,1,0
frantically,0,0,0,2,0,0
sp,0,0,0,9,1,0
duck,0,0,0,1,0,1
tbey,0,0,0,1,0,0
ebs,0,0,0,1,0,0
interfirst,0,0,0,1,0,0
suburb,0,0,0,2,0,0
denied,0,0,0,2,1,0
guidelien,0,0,0,1,0,0
laon,0,0,0,2,0,0
restructe,0,0,0,1,0,0
grievous,0,0,0,1,0,1
uncontested,0,0,0,4,0,0
stabilize,0,0,0,2,0,1
servgicing,0,0,0,1,0,0
contour,0,0,0,11,0,0
hvac,0,0,0,1,0,0
homework,0,0,0,1,1,0
lian,0,0,0,1,1,0
upsidedown,0,0,0,1,0,0
braanch,0,0,0,1,0,0
beause,0,0,0,1,0,0
explanie,0,0,0,1,0,0
sporadic,0,0,0,3,0,1
connectivity,0,0,0,2,1,0
forwrade,0,0,0,1,0,0
misfile,0,0,0,1,0,0
misread,0,0,0,1,0,0
garbled,0,0,0,1,0,0
presedence,0,0,0,1,0,0
testimony,0,0,0,4,0,0
factsgiven,0,0,0,1,0,0
heresay,0,0,0,1,0,0
prensente,0,0,0,1,0,0
brite,0,0,0,1,0,0
signiture,0,0,0,3,1,0
opputunity,0,0,0,1,0,0
connecticutj,0,0,0,1,0,0
plaintiffv,0,0,0,1,0,0
anddefendantsxxxx,0,0,0,1,0,0
precedence,0,0,0,2,0,0
riddle,0,0,0,1,3,0
re,0,0,0,2,1,0
judacata,0,0,0,1,0,0
supreme,0,0,0,10,2,1
postponement,0,0,0,27,0,0
tpp,0,0,0,23,0,0
pathway,0,0,0,1,0,0
slim,0,0,0,1,0,0
receivng,0,0,0,1,0,0
offical,0,0,0,2,0,0
discretionary,0,0,0,1,0,0
exemption,0,0,0,10,24,6
outpace,0,0,0,1,0,0
astoria,0,0,0,11,0,0
refile,0,0,0,8,3,3
litem,0,0,0,6,0,0
cfbp,0,0,0,6,1,4
hedge,0,0,0,5,0,0
cruel,0,0,0,3,3,0
exceeding,0,0,0,1,0,0
exciting,0,0,0,2,0,1
voter,0,0,0,1,1,1
art,0,0,0,1,2,0
peo,0,0,0,1,0,0
paymennt,0,0,0,1,0,0
managet,0,0,0,1,0,0
variance,0,0,0,6,1,0
cumbersome,0,0,0,4,0,0
distressful,0,0,0,1,0,0
mailroom,0,0,0,2,0,0
circuit,0,0,0,7,7,3
phonement,0,0,0,1,0,0
asa,0,0,0,1,0,0
yprevious,0,0,0,1,0,0
flimsy,0,0,0,2,1,0
lapsing,0,0,0,1,0,0
darn,0,0,0,3,0,0
brevity,0,0,0,1,0,0
separated,0,0,0,3,2,0
bankrupcy,0,0,0,5,1,6
situeation,0,0,0,1,0,0
whatwa,0,0,0,1,0,0
grossviolation,0,0,0,1,0,0
cantact,0,0,0,2,0,0
extrememly,0,0,0,1,0,0
homesaver,0,0,0,1,0,0
soluation,0,0,0,1,0,0
correspondance,0,0,0,3,2,0
employess,0,0,0,2,0,0
legalaction,0,0,0,1,0,0
sex,0,0,0,1,0,0
albuquerque,0,0,0,3,2,0
binder,0,0,0,1,0,0
ruination,0,0,0,1,0,0
uneasy,0,0,0,2,0,0
fours,0,0,0,1,0,0
usda,0,0,0,9,0,0
ql,0,0,0,1,0,0
inherently,0,0,0,2,0,0
bankerdirect,0,0,0,1,0,0
specialistdirect,0,0,0,1,0,0
ampule,0,0,0,1,0,0
stagebridge,0,0,0,1,0,0
rescue,0,0,0,2,0,0
vandyk,0,0,0,8,0,0
mortgagecorporation,0,0,0,1,0,0
dyk,0,0,0,4,0,0
endof,0,0,0,2,0,0
fora,0,0,0,2,0,0
billvere,0,0,0,1,0,0
sresponse,0,0,0,1,0,0
itstand,0,0,0,1,0,0
worship,0,0,0,1,0,0
indeedwait,0,0,0,1,0,0
adjudication,0,0,0,1,0,9
mockery,0,0,0,1,0,1
disapproval,0,0,0,1,1,0
pillage,0,0,0,1,0,0
unveil,0,0,0,1,0,0
squashed,0,0,0,1,0,0
investors,0,0,0,2,0,0
approximatley,0,0,0,1,0,0
assessor,0,0,0,15,1,0
fifa,0,0,0,1,0,0
originating,0,0,0,3,0,0
packagei,0,0,0,1,0,0
replica,0,0,0,2,0,0
attache,0,0,0,1,0,0
inherited,0,0,0,1,0,0
inconsistently,0,0,0,2,0,0
fpf,0,0,0,3,0,0
sarcasm,0,0,0,1,1,0
criticize,0,0,0,1,0,0
destitute,0,0,0,1,1,1
shamefull,0,0,0,1,0,0
payement,0,0,0,3,0,0
sighne,0,0,0,1,0,0
ido,0,0,0,1,1,1
nah,0,0,0,1,0,0
somebosy,0,0,0,1,0,0
haha,0,0,0,1,0,0
harrison,0,0,0,1,0,0
rms,0,0,0,13,0,0
avert,0,0,0,1,0,0
irequeste,0,0,0,1,0,0
realy,0,0,0,1,0,1
ou,0,0,0,1,1,0
muy,0,0,0,1,0,0
banjk,0,0,0,1,0,0
dude,0,0,0,1,1,0
absulutely,0,0,0,1,0,0
infornation,0,0,0,1,0,0
theyhelpe,0,0,0,1,0,0
alldocument,0,0,0,1,0,0
evalulation,0,0,0,1,0,0
confirmingthey,0,0,0,1,0,0
theyalso,0,0,0,1,0,0
loosemy,0,0,0,1,0,0
allthe,0,0,0,1,0,0
documentstating,0,0,0,1,0,0
noticeand,0,0,0,1,0,0
notqualify,0,0,0,1,0,0
inmy,0,0,0,1,0,0
pu,0,0,0,1,0,0
tte,0,0,0,1,0,0
commissioner,0,0,0,4,2,0
borr,0,0,0,1,0,0
telephonically,0,0,0,2,0,2
telephonic,0,0,0,1,1,1
chastise,0,0,0,1,0,0
understood,0,0,0,1,0,0
chin,0,0,0,1,0,0
finalise,0,0,0,1,0,0
thisxxxx,0,0,0,1,0,0
promply,0,0,0,1,0,0
bankfor,0,0,0,1,0,0
bankcontinue,0,0,0,2,0,0
bankvia,0,0,0,1,0,0
modificaftion,0,0,0,1,0,0
sal,0,0,0,1,0,0
comspire,0,0,0,1,0,0
undermind,0,0,0,2,0,0
ownweship,0,0,0,1,0,0
racketeering,0,0,0,2,0,0
crew,0,0,0,2,0,0
damp,0,0,0,1,0,0
fmla,0,0,0,1,0,0
conditionally,0,0,0,8,0,0
productive,0,0,0,1,2,0
footing,0,0,0,2,0,0
chill,0,0,0,1,0,0
founder,0,0,0,1,0,0
phopne,0,0,0,1,0,0
hadn,0,0,0,1,0,0
competency,0,0,0,2,0,0
requisite,0,0,0,2,5,0
cloud,0,0,0,4,1,1
resurface,0,0,0,1,2,4
prosecution,0,0,0,3,6,0
charade,0,0,0,2,0,0
extention,0,0,0,3,2,0
emd,0,0,0,2,0,0
buer,0,0,0,1,0,0
layoff,0,0,0,3,0,0
sophisticated,0,0,0,4,3,0
tedious,0,0,0,1,0,2
illusion,0,0,0,1,1,1
mortgager,0,0,0,6,0,0
toke,0,0,0,1,1,0
negotiatior,0,0,0,1,0,0
cottage,0,0,0,3,0,0
mediating,0,0,0,1,0,0
tifie,0,0,0,1,0,0
installments,0,0,0,1,0,0
roundpoin,0,0,0,1,0,0
roofer,0,0,0,1,0,0
spokesman,0,0,0,1,0,0
stainless,0,0,0,1,0,0
oven,0,0,0,1,0,0
quickclaim,0,0,0,1,0,0
anniemac,0,0,0,1,0,0
rookie,0,0,0,1,0,0
onewest,0,0,0,11,0,0
applicaton,0,0,0,1,0,0
willl,0,0,0,4,0,0
cancellable,0,0,0,1,0,0
logon,0,0,0,2,0,2
debilitate,0,0,0,3,0,0
fbc,0,0,0,1,0,0
mortg,0,0,0,4,0,0
deliquent,0,0,0,7,3,8
confrounte,0,0,0,1,0,0
sayiny,0,0,0,1,0,0
preforeclosure,0,0,0,1,0,0
amts,0,0,0,1,0,0
guru,0,0,0,1,0,0
deceptiveness,0,0,0,1,0,0
babysit,0,0,0,1,1,0
projection,0,0,0,11,0,0
irrespective,0,0,0,1,0,0
kicker,0,0,0,2,0,0
trader,0,0,0,1,0,0
ncxxxx,0,0,0,1,0,0
xxxxin,0,0,0,1,1,1
tresspasse,0,0,0,1,2,0
refinanance,0,0,0,1,0,0
realastate,0,0,0,4,0,0
flake,0,0,0,1,0,0
apprise,0,0,0,3,0,0
seting,0,0,0,1,0,0
causation,0,0,0,1,0,0
microscope,0,0,0,1,0,0
vi,0,0,0,1,0,1
conscious,0,0,0,2,0,0
misdirection,0,0,0,1,0,0
advace,0,0,0,1,0,0
statementwe,0,0,0,1,0,0
themortgage,0,0,0,2,0,0
paymap,0,0,0,5,0,0
accelerator,0,0,0,8,0,0
equator,0,0,0,5,0,0
gabe,0,0,0,1,0,0
dll,0,0,0,2,0,0
scrow,0,0,0,2,0,0
oir,0,0,0,1,0,0
thly,0,0,0,1,0,0
households,0,0,0,1,0,0
outlook,0,0,0,1,0,0
terrified,0,0,0,5,0,1
competetive,0,0,0,1,0,0
unbridled,0,0,0,1,0,0
squelch,0,0,0,1,0,0
clipboard,0,0,0,1,0,0
whifh,0,0,0,1,0,0
leyter,0,0,0,1,0,0
fragile,0,0,0,1,1,0
rebuilding,0,0,0,3,0,0
forclousure,0,0,0,1,0,0
broadly,0,0,0,1,0,0
verifie,0,0,0,1,2,2
fudiciary,0,0,0,1,0,0
insurace,0,0,0,2,0,0
yellow,0,0,0,1,1,3
hereto,0,0,0,5,3,0
particularity,0,0,0,1,0,0
walkway,0,0,0,1,0,0
shovel,0,0,0,1,1,0
fiasco,0,0,0,6,0,0
unorganized,0,0,0,2,0,0
xxxxreceive,0,0,0,1,0,0
daysreceive,0,0,0,1,0,0
xxxxdid,0,0,0,1,0,0
xxxxreceived,0,0,0,1,0,0
bureausreceive,0,0,0,1,0,0
xxxxthroughout,0,0,0,1,0,0
andthat,0,0,0,1,0,0
occs,0,0,0,1,0,0
resultant,0,0,0,1,1,0
bidder,0,0,0,8,0,0
reconvene,0,0,0,2,0,0
ketchup,0,0,0,1,0,0
unbelieveable,0,0,0,1,0,0
mofication,0,0,0,3,0,0
reanalyze,0,0,0,1,0,0
vectra,0,0,0,3,0,0
cose,0,0,0,1,0,0
surreptitiously,0,0,0,1,0,0
aleady,0,0,0,1,0,0
circumvent,0,0,0,4,3,1
precondition,0,0,0,3,0,0
andc,0,0,0,1,0,0
boga,0,0,0,1,0,0
compile,0,0,0,2,3,1
makeup,0,0,0,2,0,0
backing,0,0,0,2,0,1
mendacious,0,0,0,1,0,0
alleging,0,0,0,2,1,1
ordinarily,0,0,0,1,0,0
unwitte,0,0,0,1,0,0
hugely,0,0,0,1,0,0
punchline,0,0,0,1,0,0
althoughit,0,0,0,1,0,0
hase,0,0,0,1,0,0
sounder,0,0,0,1,0,0
converse,0,0,0,1,1,1
iun,0,0,0,1,0,0
larceny,0,0,0,1,3,0
tortious,0,0,0,1,2,1
impediment,0,0,0,2,0,0
poye,0,0,0,1,0,0
oue,0,0,0,1,0,0
downside,0,0,0,1,0,0
stakeholder,0,0,0,1,0,0
bylaw,0,0,0,4,0,0
casualty,0,0,0,1,0,0
tne,0,0,0,1,0,0
procedurally,0,0,0,1,0,0
errantly,0,0,0,1,0,0
maner,0,0,0,1,0,0
arrrear,0,0,0,1,0,0
exisiting,0,0,0,1,0,0
publicity,0,0,0,2,0,0
faithfulness,0,0,0,1,0,0
century,0,0,0,2,9,0
ratified,0,0,0,1,0,0
idot,0,0,0,1,0,0
manay,0,0,0,1,0,0
msgs,0,0,0,1,0,0
fillanly,0,0,0,1,0,0
fater,0,0,0,1,0,0
wat,0,0,0,1,2,0
midagion,0,0,0,1,0,0
sectin,0,0,0,1,0,0
forcclouse,0,0,0,1,0,0
privateatty,0,0,0,1,0,0
talkedto,0,0,0,1,0,0
diffent,0,0,0,2,1,0
nosaid,0,0,0,1,0,0
ithat,0,0,0,1,0,0
touchit,0,0,0,1,0,0
icome,0,0,0,1,0,0
workie,0,0,0,2,0,0
modication,0,0,0,5,0,0
thour,0,0,0,1,0,0
mnimum,0,0,0,1,0,0
middleton,0,0,0,1,0,0
dayall,0,0,0,1,0,0
xxxxmo,0,0,0,1,0,0
att,0,0,0,1,3,3
dor,0,0,0,1,2,0
gregory,0,0,0,4,2,0
gergory,0,0,0,1,0,0
trustable,0,0,0,1,0,0
robber,0,0,0,1,0,0
clearspring,0,0,0,6,0,0
polowy,0,0,0,1,0,0
recordne,0,0,0,1,0,0
reassess,0,0,0,4,0,0
wrongdoe,0,0,0,1,0,0
spine,0,0,0,1,0,0
koolade,0,0,0,1,0,0
complication,0,0,0,3,3,0
flurry,0,0,0,1,1,0
misspell,0,0,0,1,2,2
amply,0,0,0,1,0,0
height,0,0,0,3,1,0
reanimate,0,0,0,1,0,0
resurrection,0,0,0,1,0,0
fateful,0,0,0,1,0,0
honey,0,0,0,1,0,0
pot,0,0,0,1,1,0
estranged,0,0,0,2,2,1
biological,0,0,0,1,2,0
pone,0,0,0,4,0,0
understated,0,0,0,1,0,0
sq,0,0,0,5,0,1
ft,0,0,0,2,1,1
unraveled,0,0,0,1,0,0
pencil,0,0,0,1,0,0
whip,0,0,0,1,0,0
multibillion,0,0,0,1,0,0
fortress,0,0,0,1,0,0
matthew,0,0,0,1,0,0
recapture,0,0,0,4,0,1
financialin,0,0,0,1,0,0
bankingand,0,0,0,1,0,0
refuseda,0,0,0,1,0,0
caseand,0,0,0,1,0,0
fraudagainst,0,0,0,1,0,0
thepast,0,0,0,2,0,0
havenever,0,0,0,1,0,0
mymultiple,0,0,0,1,0,0
differnet,0,0,0,1,0,0
pentalty,0,0,0,1,0,0
myloancare,0,0,0,3,0,0
conmpany,0,0,0,1,0,0
serviser,0,0,0,1,0,0
mattresess,0,0,0,1,0,0
instanter,0,0,0,1,0,0
corespondent,0,0,0,1,0,0
sss,0,0,0,1,0,0
troubled,0,0,0,6,0,0
ixxxx,0,0,0,1,0,0
rebrande,0,0,0,1,0,0
profitability,0,0,0,1,0,0
activist,0,0,0,1,0,0
unsurprising,0,0,0,1,0,0
fluff,0,0,0,1,0,0
twins,0,0,0,1,0,0
excrucitating,0,0,0,1,0,0
dignified,0,0,0,2,0,0
ditec,0,0,0,1,0,0
homeward,0,0,0,12,2,0
mrtg,0,0,0,1,0,0
multistate,0,0,0,2,0,0
hare,0,0,0,1,0,0
onth,0,0,0,1,0,0
und,0,0,0,1,0,0
inhabitable,0,0,0,1,0,0
condemn,0,0,0,4,1,0
remediate,0,0,0,1,2,0
deutsche,0,0,0,9,1,0
blight,0,0,0,2,0,0
revitalization,0,0,0,1,0,0
hazardous,0,0,0,4,0,0
mmonthly,0,0,0,1,0,0
breadwinner,0,0,0,1,0,0
consisted,0,0,0,1,0,0
copious,0,0,0,2,0,0
indytmac,0,0,0,1,0,0
indymac,0,0,0,9,2,0
understandably,0,0,0,5,2,0
garden,0,0,0,4,2,0
keen,0,0,0,1,0,0
procwss,0,0,0,1,0,0
fortunatly,0,0,0,1,0,0
retreive,0,0,0,1,0,0
all,0,0,0,1,1,0
bookkeepe,0,0,0,1,0,0
coorespondence,0,0,0,1,0,0
xxxxhomeinsurance,0,0,0,1,0,0
meritless,0,0,0,1,0,0
numerate,0,0,0,1,0,0
loandepot,0,0,0,12,0,0
loandeport,0,0,0,2,0,0
suckere,0,0,0,1,1,0
wdo,0,0,0,1,0,0
unrepresented,0,0,0,2,0,0
pricnipal,0,0,0,1,0,0
yer,0,0,0,1,0,0
modifcation,0,0,0,3,0,0
depoartment,0,0,0,1,0,0
toi,0,0,0,1,0,0
ghe,0,0,0,1,0,0
dwell,0,0,0,2,1,0
unattached,0,0,0,1,0,0
revisit,0,0,0,2,1,0
arena,0,0,0,1,0,0
contemplate,0,0,0,1,1,0
sumise,0,0,0,1,0,0
perpective,0,0,0,1,0,0
coralation,0,0,0,1,0,0
ambiguious,0,0,0,1,0,0
principality,0,0,0,1,0,0
truthfulness,0,0,0,1,0,2
hmm,0,0,0,1,1,0
fame,0,0,0,1,0,0
apprasial,0,0,0,3,0,0
apprasail,0,0,0,1,0,0
apprais,0,0,0,1,0,0
railroad,0,0,0,5,1,0
firsthand,0,0,0,1,0,2
repaired,0,0,0,1,2,0
brokendown,0,0,0,1,0,0
coercion,0,0,0,3,1,1
belligerence,0,0,0,1,0,0
imortgage,0,0,0,4,0,0
audacious,0,0,0,1,0,0
imortage,0,0,0,7,0,0
unwavering,0,0,0,1,0,0
excellence,0,0,0,1,1,0
dpa,0,0,0,6,0,0
underline,0,0,0,1,0,0
unbearable,0,0,0,3,0,0
impudent,0,0,0,1,0,0
nevwr,0,0,0,1,0,0
expundge,0,0,0,1,0,0
accelerated,0,0,0,1,3,0
cbfp,0,0,0,1,0,0
imfome,0,0,0,1,0,0
comb,0,0,0,2,2,0
instill,0,0,0,1,0,0
dispersement,0,0,0,1,0,0
revcieve,0,0,0,1,0,0
complaaint,0,0,0,1,0,0
phmc,0,0,0,1,0,0
sherrif,0,0,0,1,0,0
thumb,0,0,0,1,0,0
belt,0,0,0,1,0,0
refreshed,0,0,0,1,0,0
unrepairable,0,0,0,1,0,0
inevitably,0,0,0,2,0,0
reattach,0,0,0,1,0,0
overcome,0,0,0,2,2,1
spritually,0,0,0,1,0,0
icestorm,0,0,0,1,0,0
dovenmeuhle,0,0,0,1,0,0
chairmanhis,0,0,0,1,0,0
complicity,0,0,0,2,0,0
theyrequire,0,0,0,1,0,0
themain,0,0,0,1,0,0
givenpermission,0,0,0,1,0,0
andcould,0,0,0,1,0,0
removethis,0,0,0,1,1,0
orroll,0,0,0,1,0,0
creditand,0,0,0,1,0,0
howour,0,0,0,1,0,0
theyhave,0,0,0,1,0,0
indeterminate,0,0,0,1,0,0
piti,0,0,0,9,0,0
resemblance,0,0,0,1,1,0
reappraisal,0,0,0,7,0,0
streamlie,0,0,0,1,0,0
subordination,0,0,0,10,0,0
estatexxxx,0,0,0,1,0,0
thst,0,0,0,1,0,0
lawxxxx,0,0,0,1,0,0
craziness,0,0,0,3,0,0
arbortration,0,0,0,1,0,0
llccomplaint,0,0,0,1,0,0
notifie,0,0,0,1,4,3
called,0,0,0,2,1,0
dee,0,0,0,2,0,0
tireless,0,0,0,1,0,0
encumber,0,0,0,2,0,0
cumulatively,0,0,0,1,0,0
hfha,0,0,0,1,0,0
poof,0,0,0,1,0,0
bankruprtcy,0,0,0,1,0,0
modifiation,0,0,0,1,0,0
spoon,0,0,0,1,0,0
andi,0,0,0,1,0,0
lonely,0,0,0,1,0,0
disability,0,0,0,1,0,0
onvestor,0,0,0,1,0,0
aome,0,0,0,1,0,0
showe,0,0,0,1,0,0
native,0,0,0,2,0,0
wainte,0,0,0,1,0,0
recorder,0,0,0,17,11,6
acre,0,0,0,3,0,0
meridian,0,0,0,1,0,0
encroachment,0,0,0,1,0,0
pipeline,0,0,0,1,0,0
easement,0,0,0,1,0,0
jgmt,0,0,0,1,0,0
rca,0,0,0,1,0,0
servicingwe,0,0,0,1,0,0
vii,0,0,0,1,0,0
carrigton,0,0,0,1,0,0
continuity,0,0,0,6,0,0
egregiously,0,0,0,2,0,0
tcpa,0,0,0,1,16,0
unified,0,0,0,1,0,0
yourcreditattorney,0,0,0,1,0,0
auctioneer,0,0,0,3,0,0
prejudicial,0,0,0,1,0,0
motive,0,0,0,2,1,2
synopsis,0,0,0,11,0,0
titlle,0,0,0,2,0,0
culminate,0,0,0,1,1,0
conveyance,0,0,0,3,1,0
wasaccepte,0,0,0,1,0,0
waslowere,0,0,0,1,0,0
viaxxxx,0,0,0,1,0,0
thanthey,0,0,0,1,0,0
becausethey,0,0,0,1,0,0
beendead,0,0,0,1,0,0
wheremy,0,0,0,1,0,0
todo,0,0,0,1,0,1
receivedanother,0,0,0,2,0,0
theloan,0,0,0,1,0,0
frombank,0,0,0,1,0,0
toall,0,0,0,1,0,0
camel,0,0,0,2,0,0
justreceive,0,0,0,1,0,0
amso,0,0,0,1,0,0
amazingi,0,0,0,1,0,0
myhouse,0,0,0,1,0,0
sometimesi,0,0,0,1,0,0
ofof,0,0,0,2,0,0
beenthe,0,0,0,1,0,0
specifie,0,0,0,2,0,0
submissions,0,0,0,1,0,0
reappraise,0,0,0,2,0,0
regulati,0,0,0,1,0,0
motgage,0,0,0,1,0,0
calulate,0,0,0,1,0,0
perm,0,0,0,2,0,0
ontime,0,0,0,4,0,0
calulation,0,0,0,1,0,0
mortgaged,0,0,0,3,1,0
geographic,0,0,0,2,0,0
transitional,0,0,0,1,0,0
yment,0,0,0,2,0,0
transferal,0,0,0,1,0,0
audience,0,0,0,1,0,0
apprasier,0,0,0,1,0,0
ugrade,0,0,0,1,0,0
sunroom,0,0,0,3,0,0
gargage,0,0,0,1,0,0
enlarge,0,0,0,3,0,2
mako,0,0,0,1,0,0
tardy,0,0,0,2,0,0
auth,0,0,0,2,0,0
inste,0,0,0,1,0,0
managment,0,0,0,1,1,1
conspirancy,0,0,0,1,0,0
afther,0,0,0,1,0,0
inadequacy,0,0,0,2,0,0
adjusted,0,0,0,4,0,0
imminently,0,0,0,1,0,0
citimortage,0,0,0,3,0,0
misappropriation,0,0,0,1,0,0
hunsband,0,0,0,1,0,0
collage,0,0,0,1,1,0
coundnot,0,0,0,1,0,0
caption,0,0,0,1,0,1
oversite,0,0,0,1,0,0
safely,0,0,0,1,0,0
securely,0,0,0,2,0,0
fraudulanty,0,0,0,1,0,0
rein,0,0,0,3,0,0
carnate,0,0,0,1,0,0
cms,0,0,0,33,5,0
orone,0,0,0,1,0,0
uphill,0,0,0,1,0,2
amerinational,0,0,0,1,0,0
acreage,0,0,0,1,0,0
relieved,0,0,0,2,0,0
mortgagei,0,0,0,1,0,0
moratorium,0,0,0,9,0,2
generically,0,0,0,1,0,1
reassignment,0,0,0,1,0,0
spoil,0,0,0,1,1,0
pfs,0,0,0,1,1,0
relator,0,0,0,3,0,0
fallout,0,0,0,1,0,0
wasting,0,0,0,1,0,0
thebankrutcy,0,0,0,1,0,0
mortgagae,0,0,0,1,0,0
theservicer,0,0,0,1,0,0
offerd,0,0,0,1,0,0
trem,0,0,0,1,0,0
quadruple,0,0,0,3,0,0
unreimbursed,0,0,0,1,0,0
alteration,0,0,0,1,0,1
strategic,0,0,0,1,0,0
litagation,0,0,0,1,0,0
matterelizabeth,0,0,0,1,0,0
longdenseterusloan,0,0,0,1,0,0
raid,0,0,0,2,1,0
injunctive,0,0,0,3,2,0
interpleader,0,0,0,1,0,0
borough,0,0,0,1,0,0
robocalle,0,0,0,1,1,0
vocal,0,0,0,1,0,0
discontent,0,0,0,1,0,0
confirma,0,0,0,1,0,0
tion,0,0,0,1,1,0
leery,0,0,0,1,0,0
fiver,0,0,0,1,0,0
chargesiii,0,0,0,1,0,0
rpm,0,0,0,8,11,1
screaming,0,0,0,1,0,0
indicative,0,0,0,2,1,0
trith,0,0,0,1,0,0
exh,0,0,0,5,0,5
mv,0,0,0,2,0,0
repaint,0,0,0,1,1,0
insuranc,0,0,0,1,0,0
facially,0,0,0,10,0,0
duplicative,0,0,0,4,2,1
ing,0,0,0,1,1,1
these,0,0,0,2,2,0
unanticipated,0,0,0,1,0,0
unsustainable,0,0,0,2,0,0
finite,0,0,0,1,0,0
foreseeable,0,0,0,1,1,0
firstmortgage,0,0,0,1,0,0
sharply,0,0,0,1,1,0
preclude,0,0,0,10,0,0
shtg,0,0,0,5,0,0
theory,0,0,0,2,0,0
cks,0,0,0,1,0,0
coll,0,0,0,2,0,1
sindeo,0,0,0,20,0,0
jargon,0,0,0,2,0,1
wihout,0,0,0,1,0,0
prefille,0,0,0,2,0,0
prefilled,0,0,0,1,0,0
forms,0,0,0,2,0,0
legitimacy,0,0,0,2,8,3
avoidance,0,0,0,5,0,0
penalitie,0,0,0,1,0,0
bankruptucy,0,0,0,1,0,0
lasalle,0,0,0,1,0,0
underfunde,0,0,0,1,0,0
naming,0,0,0,1,0,0
fay,0,0,0,19,0,0
weigh,0,0,0,2,0,2
bulb,0,0,0,1,0,0
scrounge,0,0,0,2,0,0
twin,0,0,0,2,1,0
visable,0,0,0,1,0,0
offically,0,0,0,1,0,0
origional,0,0,0,1,1,1
initialization,0,0,0,1,0,0
xxxxon,0,0,0,1,0,1
shortsale,0,0,0,5,1,0
radon,0,0,0,1,0,0
xxxxgood,0,0,0,1,0,0
cltv,0,0,0,1,0,0
lowered,0,0,0,1,0,0
xxxxspecialize,0,0,0,1,0,0
partly,0,0,0,1,0,1
recordable,0,0,0,1,1,0
expected,0,0,0,3,0,0
ac,0,0,0,6,1,1
mortggage,0,0,0,1,0,0
marketability,0,0,0,1,1,0
attic,0,0,0,4,0,0
wiggle,0,0,0,1,0,0
havechange,0,0,0,1,0,0
wasfinance,0,0,0,1,0,0
xxxxinsurance,0,0,0,1,0,0
internallyfor,0,0,0,1,0,0
andreal,0,0,0,1,0,0
theinsurance,0,0,0,1,0,0
nowdecease,0,0,0,1,0,0
overvalue,0,0,0,4,0,0
asthey,0,0,0,1,0,0
betterhealth,0,0,0,1,0,0
treadmill,0,0,0,1,0,0
invent,0,0,0,3,0,1
lre,0,0,0,1,0,0
coi,0,0,0,3,0,0
categorically,0,0,0,2,1,0
cfb,0,0,0,1,0,0
hind,0,0,0,2,0,0
procedural,0,0,0,2,0,0
constraint,0,0,0,2,1,2
mst,0,0,0,4,1,0
eevry,0,0,0,1,0,0
waht,0,0,0,2,0,0
diff,0,0,0,1,0,0
lasy,0,0,0,1,0,0
evrytime,0,0,0,1,0,0
explainthe,0,0,0,1,0,0
evasive,0,0,0,3,2,1
vampped,0,0,0,1,0,0
plat,0,0,0,2,0,0
encompass,0,0,0,2,0,0
forebearance,0,0,0,2,2,1
qiualifiedin,0,0,0,1,0,0
dealth,0,0,0,1,0,0
indwelling,0,0,0,2,0,0
swiftly,0,0,0,1,0,0
dispurse,0,0,0,1,0,0
wind,0,0,0,11,0,0
qls,0,0,0,14,0,0
unintelligible,0,0,0,4,0,0
erro,0,0,0,1,0,1
tdus,0,0,0,5,0,0
voidable,0,0,0,3,1,0
chap,0,0,0,3,0,0
mutilate,0,0,0,1,2,0
angst,0,0,0,2,0,1
colecte,0,0,0,1,0,0
trusstee,0,0,0,1,0,0
guild,0,0,0,1,0,0
justifie,0,0,0,1,0,0
fhh,0,0,0,2,0,0
bpos,0,0,0,3,0,0
loon,0,0,0,2,0,0
raven,0,0,0,2,0,0
mare,0,0,0,3,0,0
knouk,0,0,0,1,0,0
lest,0,0,0,3,0,1
moor,0,0,0,1,0,0
jpmorgen,0,0,0,1,0,0
cashout,0,0,0,1,0,0
personalized,0,0,0,1,0,0
vector,0,0,0,1,0,0
interestiang,0,0,0,1,0,0
talkng,0,0,0,1,0,0
sererus,0,0,0,1,0,0
xxxxby,0,0,0,1,0,0
abnove,0,0,0,1,0,0
procrastination,0,0,0,2,0,1
byxxxx,0,0,0,1,0,0
infema,0,0,0,1,0,0
oron,0,0,0,1,0,0
modular,0,0,0,3,0,0
rebuildfebruary,0,0,0,1,0,0
xxxxcomin,0,0,0,1,0,0
rept,0,0,0,1,0,0
neglecting,0,0,0,1,0,0
chapt,0,0,0,2,0,0
reinspection,0,0,0,1,0,0
shingled,0,0,0,2,0,0
contention,0,0,0,2,1,0
willed,0,0,0,1,0,0
innumerable,0,0,0,3,0,1
seamless,0,0,0,2,0,0
readjust,0,0,0,4,0,0
uncalled,0,0,0,1,2,1
americain,0,0,0,1,0,0
complainti,0,0,0,1,0,0
remodify,0,0,0,4,0,0
remodificaton,0,0,0,1,0,0
firstbank,0,0,0,5,0,0
feesxx,0,0,0,1,0,0
unclassified,0,0,0,1,0,0
liu,0,0,0,1,0,0
liquidation,0,0,0,3,2,7
superficially,0,0,0,1,0,0
dispel,0,0,0,1,0,0
sba,0,0,0,1,0,0
againi,0,0,0,1,0,0
bureaurespectfullyxxxx,0,0,0,1,0,0
adequacy,0,0,0,1,0,0
